"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"saddlebrown","turquoise_upAging_oligo__Lu_Aging","Brain",2.46098946003888e-05
"orange","Oligodendrocyte_probable__Cahoy","Brain",2.65711968455547e-05
"skyblue","turquoise_M14_Nucleus__HumanMeta","Brain",2.96134431978633e-05
"black","brown_pyramidalNeurons_Layer5/basolateralAmygdala__Sugino/Winden","Brain",3.0869540493568e-05
"magenta","Neuron__ABA","Brain",3.2231331585537e-05
"grey60","red_M11_Neuron__HumanMeta","Brain",3.31695099803222e-05
"saddlebrown","yellow_M18__CTX","Brain",3.32962442600608e-05
"darkmagenta","cyan_M4_Mitochondria__HumanMeta","Brain",3.38714189226113e-05
"grey60","black_M1_PvalbInterneurons__HumanMeta","Brain",4.40064741803805e-05
"orange","green_M10_GlutamatergicSynapticFunction__CTX","Brain",4.44607979802095e-05
"saddlebrown","yellow_noChangeAD_antigenProcessing_ribosome__Blalock_AD","Brain",4.61411916906245e-05
"saddlebrown","blue_M2_Oligodendrocytes__HumanMeta","Brain",4.68978016639028e-05
"black","turquoise_CingulateNeurons(allTypes)/Layer5__Sugino/Winden","Brain",4.84189123956149e-05
"greenyellow","turquoise_M14_Nucleus__MouseMeta","Brain",6.14378136051297e-05
"saddlebrown","turquoise_M14_Nucleus__MouseMeta","Brain",6.89521002151655e-05
"darkmagenta","cyan_M4_Mitochondria__MouseMeta","Brain",7.605355366564e-05
"greenyellow","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",7.70055446223931e-05
"lightcyan","upInHippocampus__EarlyAD","Brain",7.83531755765669e-05
"darkgreen","tan_M13_Neuron__HumanMeta","Brain",8.71939632224696e-05
"lightcyan","upMacrophageAndMGactivagtion_GSE1910__MicrogialMarkers","Brain",9.23097614069675e-05
"darkgreen","brown_Cortex__HumanChimp","Brain",0.000131943345108134
"red","Neuron_definite__Cahoy","Brain",0.000159129639103132
"cyan","cyan_M4_Mitochondria__HumanMeta","Brain",0.000185073038276699
"darkmagenta","honeydew_M7_Mitochondria__CTX","Brain",0.000186312004881245
"brown","UpWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",0.000207294642263712
"purple","turquoise_downAD_intracellularTransport_cytoskeleton__Blalock_AD","Brain",0.00021417398121162
"black","PostSynapticDensity_proteins__Bayes","Brain",0.000214794569665924
"black","turquoise_M14_Nucleus__MouseMeta","Brain",0.000501422744628655
"pink","PostSynapticDensity_proteins__Bayes","Brain",0.000550759065555051
"darkgreen","greenyellow_downAD_ionAndCalciumTransport__Blalock_AD","Brain",0.000591826778355176
"lightcyan","Alzheimer_possible__DiseaseGenes","Brain",0.000715469504452117
"grey60","green_M10_GlutamatergicSynapticFunction__CTX","Brain",0.000796750686611176
"darkgreen","GlutamatergicNeuronsInMouseCortex_Sugino__MO","Brain",0.000813730150665365
"lightcyan","mutationHuman__JAXdiseaseGene","Brain",0.000857171771621349
"magenta","turquoise_M14_Nucleus__HumanMeta","Brain",0.000981107317874351
"midnightblue","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",0.00107484654067541
"saddlebrown","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",0.00116536036384521
"red","CA1specific_Newrzella__CA1vsCA3","Brain",0.00133055750178713
"grey60","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",0.00140367888215924
"darkmagenta","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",0.00162918317221505
"purple","tan_M13_Neuron__HumanMeta","Brain",0.0017811331258987
"red","salmon_M8__CTX","Brain",0.00190267466557232
"sienna3","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",0.00203244471661202
"lightgreen","blue_M16_Neuron__CTX","Brain",0.0020481526256562
"magenta","Neuron_definite__Cahoy","Brain",0.00205519459813307
"grey60","magenta_downAD_synapticTransmission__Blalock_AD","Brain",0.00207512766144013
"magenta","pink_M14_GlutamatergicSynapticFunction__CTX","Brain",0.00228142032696394
"darkturquoise","yellow_M18__CTX","Brain",0.00279026525140261
"white","yellow_M18__CTX","Brain",0.00309198337094002
"darkmagenta","Cytoplasm_Foster__MO","Brain",0.0032516151598334
"midnightblue","Neuron_definite__Cahoy","Brain",0.00363442520038065
"lightgreen","greenyellow_downAD_ionAndCalciumTransport__Blalock_AD","Brain",0.00370206327856626
"lightgreen","tan_M13_Neuron__HumanMeta","Brain",0.00472309176453244
"greenyellow","blue_M16_Neuron__CTX","Brain",0.00477027515089809
"orange","turquoise_Cerebellum__HumanChimp","Brain",0.00490786446008255
"violet","Autism_associated_module_M12__Voineagu","Brain",0.00524282039007744
"saddlebrown","brown_pyramidalNeurons_Layer5/basolateralAmygdala__Sugino/Winden","Brain",0.00565737246701202
"darkmagenta","Somatic__MitochondrialType","Brain",0.00572782455669079
"lightcyan","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",0.00611813169826368
"sienna3","Astrocyte_probable__Cahoy","Brain",0.00640158776005735
"pink","mutationMouseOrHumanOrBoth__JAXdiseaseGene","Brain",0.00650842523136895
"orange","yellow_M18__CTX","Brain",0.00749019707910987
"darkolivegreen","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",0.0078768115379274
"grey60","tan_M13_Neuron__HumanMeta","Brain",0.00817198988027898
"violet","Neuron_definite__Cahoy","Brain",0.00949672797482255
"lightgreen","PresynapticCompartmentProteins_Morciano__MO","Brain",0.00990527572003723
"greenyellow","yellow_M18__CTX","Brain",0.0102590610036993
"lightcyan","upMacrophageActivagtion_GSE1910__MicrogialMarkers","Brain",0.0107769397488778
"orange","lightcyan_M7_unknownHumanSpecific__HumanMeta","Brain",0.0112416812281541
"orange","blue_M16_Neuron__CTX","Brain",0.0114476699310386
"darkgreen","brown_downAD_mitochondrion__Blalock_AD","Brain",0.0114540077968802
"midnightblue","turquoise_Cerebellum__HumanChimp","Brain",0.0123468110073034
"violet","GlutamatergicNeuronsInMouseCortex_Sugino__MO","Brain",0.0129751200135756
"grey60","Autism_susceptability_genes_from_Pinto_et_al_2010__Voineagu","Brain",0.0131334204559063
"midnightblue","GlutamatergicNeuronsInMouseCortex_Sugino__MO","Brain",0.0136419333868411
"darkgreen","magenta_downAD_synapticTransmission__Blalock_AD","Brain",0.0138975524135265
"royalblue","turquoise_M9_Oligodendrocyte__CTX","Brain",0.0152742593592903
"magenta","PresynapticCompartmentProteins_Morciano__MO","Brain",0.0164775724694295
"darkolivegreen","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",0.0169109775082363
"grey60","pink_downAD_synapticTransmission__Blalock_AD","Brain",0.0169778350951588
"grey60","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",0.0182207127488282
"darkgreen","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",0.0192805168692999
"brown","Schizophrenia_possible__DiseaseGenes","Brain",0.023173758644522
"sienna3","yellow_noChangeAD_antigenProcessing_ribosome__Blalock_AD","Brain",0.0233365398765692
"darkgreen","PostSynapticDensity_proteins__Bayes","Brain",0.0247061530267179
"pink","Cytoplasm_Foster__MO","Brain",0.0301970503832815
"darkgreen","yellow_M18__CTX","Brain",0.0379546298093713
"black","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",0.0420425633335847
"pink","mutationMouseAndHuman__JAXdiseaseGene","Brain",0.0426458058273222
"red","powderblue_M13_Neurogenesis__CTX","Brain",0.0443414466701232
"cyan","salmon_M12_Ribosome__MouseMeta","Brain",0.0468778702320456
"red","CA3specific_Newrzella__CA1vsCA3","Brain",0.0468905287083741
