"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"purple","green_M10_GlutamatergicSynapticFunction__CTX","Brain",3.90945399839043e-08
"steelblue","blue_Cortex__HumanChimp","Brain",4.97727397324707e-08
"red","greenyellow_M6_GlutatmatergicSynapse__HumanMeta","Brain",7.21581112124063e-08
"darkorange","blue_M16_Neuron__CTX","Brain",1.09797303429344e-07
"darkgrey","darkolivegreen_M6_PvalbInterneurons__CTX","Brain",3.01935599885338e-07
"green","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",4.16894275938969e-07
"greenyellow","red_M11_Neuron__HumanMeta","Brain",5.24884500606421e-07
"lightyellow","magenta_M8_Microglia(Type2)__HumanMeta","Brain",9.12483118323419e-07
"steelblue","purple_downAD_synapticTransmission__Blalock_AD","Brain",9.7168038236107e-07
"violet","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",1.71046704279206e-06
"red","greenyellow_downAD_ionAndCalciumTransport__Blalock_AD","Brain",3.09439287484925e-06
"darkgreen","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",3.56900097263622e-06
"darkorange","turquoise_M14_Nucleus__MouseMeta","Brain",4.48791100334377e-06
"greenyellow","pink_downAD_synapticTransmission__Blalock_AD","Brain",4.64901845613146e-06
"cyan","Mitochondria_Foster__MO","Brain",4.92076644973947e-06
"cyan","turquoise_M14_Nucleus__MouseMeta","Brain",5.5298726067897e-06
"darkgreen","blue_downAD_metalIonTransport_glycoprotein__Blalock_AD","Brain",5.61185540274457e-06
"brown","black_M1_PvalbInterneurons__HumanMeta","Brain",5.64362154288967e-06
"darkred","magenta_downAD_synapticTransmission__Blalock_AD","Brain",5.87709541107525e-06
"black","Astrocyte__ABA","Brain",6.37723224314105e-06
"cyan","PostSynapticDensity_proteins__Bayes","Brain",6.92321584411735e-06
"greenyellow","greenyellow_downAD_ionAndCalciumTransport__Blalock_AD","Brain",8.94907158860714e-06
"greenyellow","Autism_associated_module_M12__Voineagu","Brain",1.11078362964134e-05
"pink","purple_downAD_synapticTransmission__Blalock_AD","Brain",1.1269873204337e-05
"greenyellow","tan_M13_Neuron__HumanMeta","Brain",1.26387519895328e-05
"lightcyan","Oligodendrocyte_probable__Cahoy","Brain",1.45057755049641e-05
"black","Validated_Astrocyte_Bachoo__MO","Brain",1.67401954558534e-05
"pink","Autism_associated_module_M12__Voineagu","Brain",1.69791318228058e-05
"pink","brown_Cortex__HumanChimp","Brain",1.82879523185375e-05
"steelblue","black_M1_PvalbInterneurons__HumanMeta","Brain",2.2946720828214e-05
"steelblue","yellow_M18__CTX","Brain",2.5852077504509e-05
"green","CA3specific_GorLorT__CA1vsCA3","Brain",2.98502824114844e-05
"tan","brown_pyramidalNeurons_Layer5/basolateralAmygdala__Sugino/Winden","Brain",2.99066864511884e-05
"grey60","yellow_noChangeAD_antigenProcessing_ribosome__Blalock_AD","Brain",3.54618272479022e-05
"purple","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",3.67585164108236e-05
"greenyellow","magenta_downAD_synapticTransmission__Blalock_AD","Brain",3.92451266660072e-05
"greenyellow","brown_Cortex__HumanChimp","Brain",4.4216434282279e-05
"steelblue","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",5.19388833198737e-05
"black","yellow_noChangeAD_antigenProcessing_ribosome__Blalock_AD","Brain",8.16757495524422e-05
"darkorange","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",8.5091599151206e-05
"red","Neuron__ABA","Brain",8.73257483709353e-05
"greenyellow","blue_Cortex__HumanChimp","Brain",9.05695407553304e-05
"red","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",0.00012995456762398
"cyan","yellow_M18__CTX","Brain",0.000149718197463732
"darkturquoise","CA1specific_Newrzella__CA1vsCA3","Brain",0.000153423594003486
"brown","brown_Cortex__HumanChimp","Brain",0.000162299069053876
"tan","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",0.000163203055673771
"red","GlutamatergicNeuronsInMouseCortex_Sugino__MO","Brain",0.000167064391801076
"red","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",0.000185706321047248
"blue","yellow_noChangeAD_antigenProcessing_ribosome__Blalock_AD","Brain",0.000188822352749637
"black","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",0.000214988342775259
"purple","turquoise_M14_Nucleus__HumanMeta","Brain",0.000250180711363008
"greenyellow","Cytoplasm_Foster__MO","Brain",0.000277603414129827
"lightyellow","mutationMouse__JAXdiseaseGene","Brain",0.000339853682389719
"red","tan_M13_Neuron__HumanMeta","Brain",0.000348281569797724
"darkturquoise","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",0.000353583298761636
"lightyellow","upInHippocampus__EarlyAD","Brain",0.000417226159262817
"darkorange","Oligodendrocyte_probable__Cahoy","Brain",0.000428345497071317
"violet","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",0.000441599542056939
"pink","downInFrontalCortex__EarlyAD","Brain",0.000506333100919236
"pink","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",0.000521619039268284
"midnightblue","CA3specific_Torres__CA1vsCA3","Brain",0.000535037650634656
"cyan","cyan_M4_Mitochondria__MouseMeta","Brain",0.000550401391682236
"lightyellow","mutationHuman__JAXdiseaseGene","Brain",0.000624577878849562
"yellow","UpWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",0.000637813044142731
"darkred","CA1specific_Newrzella__CA1vsCA3","Brain",0.000860312523495886
"red","magenta_downAD_synapticTransmission__Blalock_AD","Brain",0.000909274852439681
"darkgreen","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",0.00101293681621937
"grey60","Astrocyte_definite__Cahoy","Brain",0.00106344212743251
"brown","CA1specific_Newrzella__CA1vsCA3","Brain",0.00107671913916274
"brown","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",0.00184942144997302
"red","Autism_associated_module_M12__Voineagu","Brain",0.00221256406424883
"red","PostSynapticDensity_proteins__Bayes","Brain",0.00223733373368636
"lightyellow","upMGactivagtion_GSE1910__MicrogialMarkers","Brain",0.00239517341436693
"tan","turquoise_downAD_intracellularTransport_cytoskeleton__Blalock_AD","Brain",0.00242282192321037
"darkred","greenyellow_M6_GlutatmatergicSynapse__HumanMeta","Brain",0.00281486151225308
"violet","brown_downAD_mitochondrion__Blalock_AD","Brain",0.00297529993264316
"green","brown_Cortex__HumanChimp","Brain",0.0035641639729353
"grey60","Validated_Astrocyte_Bachoo__MO","Brain",0.0036629103793057
"lightcyan","turquoise_M14_Nucleus__MouseMeta","Brain",0.00367304030094898
"purple","Neuron_probable__Cahoy","Brain",0.00423140566104005
"black","turquoise_upAging_oligo__Lu_Aging","Brain",0.00457924682281988
"green","red_M11_Neuron__HumanMeta","Brain",0.00466407252315993
"red","green_M5_Mitochondria__HumanMeta","Brain",0.0049971501589587
"pink","blue_downAD_metalIonTransport_glycoprotein__Blalock_AD","Brain",0.00591148230711643
"violet","salmon_M12_Ribosome__MouseMeta","Brain",0.00599781335767741
"brown","Schizophrenia_possible__DiseaseGenes","Brain",0.00914407744638461
"darkturquoise","Neuron_probable__Cahoy","Brain",0.0092088625437808
"cyan","blue_Cortex__HumanChimp","Brain",0.00929580049757312
"cyan","brown_pyramidalNeurons_Layer5/basolateralAmygdala__Sugino/Winden","Brain",0.00961058497835393
"green","CA3specific_Lein__CA1vsCA3","Brain",0.00980558690213843
"darkgrey","blue_Interneurons_Hippocampus(Sst+)/Cingulate(Pvalb+)__Sugino/Winden","Brain",0.0115826140125987
"cyan","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",0.0129892381300788
"grey60","Choroid plexus__ABA","Brain",0.013066741440822
"grey60","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",0.013931599767753
"darkgreen","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",0.0141951575776892
"green","Neuron__ABA","Brain",0.015999066441672
"greenyellow","Neuron__ABA","Brain",0.015999066441672
"midnightblue","CA3specific_GorLorT__CA1vsCA3","Brain",0.0160029328586044
"white","turquoise_Cerebellum__HumanChimp","Brain",0.0163229614650613
"midnightblue","Neuron_probable__Cahoy","Brain",0.0163263737833254
"violet","red_M11_Neuron__HumanMeta","Brain",0.0168079188956118
"purple","PostSynapticDensity_proteins__Bayes","Brain",0.0198936047419837
"grey60","red_ACCandCaudate__HumanChimp","Brain",0.0199810364390032
"tan","Oligodendrocyte_probable__Cahoy","Brain",0.0230071214442916
"steelblue","PresynapticCompartmentProteins_Morciano__MO","Brain",0.0238242900743251
"green","blue_Cortex__HumanChimp","Brain",0.0242823649175884
"green","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",0.0255008965593775
"cyan","turquoise_downAD_intracellularTransport_cytoskeleton__Blalock_AD","Brain",0.0271779826352605
"yellow","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",0.027204494191607
"salmon","greenyellow_downAD_ionAndCalciumTransport__Blalock_AD","Brain",0.0291073124520387
"grey60","orange_M5_Microglia(Type2)__CTX","Brain",0.0299537287108181
"green","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",0.036088894921991
"red","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",0.042493058251398
"grey60","mutationMouseOrHumanOrBoth__JAXdiseaseGene","Brain",0.0455382607308115
"white","Oligodendrocyte_probable__Cahoy","Brain",0.0465106190139153
"royalblue","turquoise_M14_Nucleus__HumanMeta","Brain",0.0473469297402883
"pink","green_glutamatergicNeurons__Sugino/Winden","Brain",0.0484194586909147
